Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Vesicle Organization (GO:0016050),-0.24701351241074082,-0.795990287583562,0.8793103448275862,1.0,1.0,22/91,22.52%,ANXA8;CD34;WASHC4;PLEKHF2;VPS18;GOSR1;DNAJC13;SAR1A;SRGN;PICALM;PI4K2A;EXOC8;ANXA8L1;WASL;VAMP7;USP8;SAR1B;STX6;TRAPPC2;SORT1;PLEKHA3;STX16
prerank,Protein Processing (GO:0016485),-0.24117309686071842,-0.7958704566273967,0.8840579710144928,1.0,1.0,22/108,17.80%,ZMPSTE24;PRSS12;HGFAC;CPXM1;BACE2;GGT2P;CPZ;BMP1;FAM111A;FURIN;ADAMTS13;PITRM1;CPE;SPRTN;XPNPEP3;SDE2;ADAM17;SRGN;PCSK9;MMP14;THBD;PIDD1
prerank,mRNA Transcription (GO:0009299),-0.2916815656119553,-0.795858306665739,0.7192982456140351,1.0,1.0,8/42,14.91%,PPARG;FOXE3;C5AR1;TAF5;TAF13;ZBTB1;NCOA1;TAF7
prerank,Positive Regulation Of Interferon-Alpha Production (GO:0032727),0.29965435631144377,0.7956728989051591,0.7380952380952381,1.0,1.0,5/21,13.16%,IRF5;IRF7;TLR8;HSPD1;TLR4
prerank,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),-0.23777645491784952,-0.7955499267735605,0.8166666666666667,1.0,1.0,16/116,11.85%,PLEKHG6;ARHGAP29;CGNL1;NUP62;ARHGEF28;CHN2;ARHGAP8;CHN1;ARHGEF10;MCF2;ARHGAP21;PLCE1;SRC;SLIT2;TRIO;VAV3
prerank,Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),-0.2614998563556382,-0.7954848755288163,0.8166666666666667,1.0,1.0,8/46,12.87%,AUTS2;IGF1;APOA1;GPR65;F2RL2;GPR35;F2R;P2RY8
prerank,Melanosome Assembly (GO:1903232),-0.3057398570185037,-0.7953292464431193,0.7192982456140351,1.0,1.0,6/18,24.25%,AP1S3;AP1G1;AP3D1;AP3B1;HPS6;HPS4
prerank,Negative Regulation Of Transposition (GO:0010529),0.30677588287114926,0.7951390502949268,0.7948717948717948,1.0,1.0,4/24,9.64%,APOBEC3D;SPOCD1;TDRD12;PIWIL4
prerank,Regulation Of Phosphorylation (GO:0042325),-0.25487590530269505,-0.7951236182024957,0.7931034482758621,1.0,1.0,24/78,23.96%,LDB2;THBS1;LYN;IGF1;FZD7;GLMN;CDKN1A;ANG;BCL10;CDKN1C;SRPX2;CDKN1B;EMP2;ANKLE2;SIRT1;CCDC88C;CDKN2D;FNIP1;ATG14;CCDC88A;SDCBP;CCL5;EREG;LDB1
prerank,Sensory Perception Of Bitter Taste (GO:0050913),-0.2823682430512994,-0.7947207917146796,0.7627118644067796,1.0,1.0,11/37,17.82%,CST1;TAS2R42;TAS2R38;TAS2R60;CALHM1;TAS2R10;TAS2R4;TAS2R3;TAS2R20;TAS2R7;TAS2R30
prerank,Sterol Homeostasis (GO:0055092),-0.25507081224323386,-0.7946637172098336,0.8688524590163934,1.0,1.0,13/69,13.98%,IL18;RORA;APOA1;NPC1L1;ABCA5;ABCA2;CES1;NPC1;ABCG1;TSKU;NR1D1;INSIG1;MINAR2
prerank,Intracellular Protein Transmembrane Transport (GO:0065002),-0.2826004956657616,-0.7943619601388195,0.7796610169491526,1.0,1.0,18/46,29.78%,TOMM20L;PEX1;GRPEL1;PEX2;PEX12;SEC63;PEX14;TIMM21;RTN2;TIMM17A;PEX13;PEX16;DNLZ;TOMM70;PEX10;SEC61G;TIMM44;SEC61A2
prerank,Negative Regulation Of Cytoskeleton Organization (GO:0051494),-0.2997762066195329,-0.7943027478956133,0.7727272727272727,1.0,1.0,11/26,24.56%,SHANK1;PRKN;SLIT2;PIK3CA;TWF1;PRKCD;ARPIN;HIP1R;SSH1;PFN2;CLASP1
prerank,Negative Regulation Of Immune System Process (GO:0002683),0.2711931597216625,0.7942898010265015,0.7906976744186046,1.0,1.0,11/41,15.57%,PDCD1;FOXP3;HLA-G;CD200;IRAK3;MFHAS1;LILRB4;GPR108;GPER1;HMOX1;SMPDL3B
prerank,Negative Regulation Of Organelle Assembly (GO:1902116),0.2696492815097418,0.7937638631146016,0.7804878048780488,1.0,1.0,9/36,14.42%,TBC1D30;STYXL1;KIF24;PHF23;RBM14;USP10;GDI2;MDM1;CDK10
prerank,Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),0.3291037384379205,0.7936538709143838,0.7948717948717948,1.0,1.0,3/22,9.38%,TTBK1;PYCARD;CST2
prerank,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),-0.2574783160609972,-0.7930772935410805,0.8103448275862069,1.0,1.0,14/58,20.63%,MAGEA3;LRRK2;BAG5;HERPUD1;PRKN;SRC;NFE2L2;DDIAS;SNAI1;CXCL12;SIRT1;EPO;CDKN2D;MAPK7
prerank,Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307),-0.3419227151013462,-0.7930706589393401,0.7636363636363637,1.0,1.0,2/17,8.34%,SCN5A;KCNE2
prerank,Sulfur Compound Biosynthetic Process (GO:0044272),-0.26839538973635574,-0.7928543249327279,0.8596491228070176,1.0,1.0,11/65,11.86%,GGTLC3;CHST5;CHSY3;CHST6;GGT2P;B4GALT4;CTH;ST3GAL3;GGT5;ANGPT1;METTL16
prerank,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),-0.2766889694593648,-0.7927990907803109,0.8076923076923077,1.0,1.0,10/53,10.97%,THBS1;CDKN1A;AKR1C3;ZC3H12A;BRCA1;NOXA1;PRKN;PLIN5;MT3;GADD45A
prerank,snRNA 3'-End Processing (GO:0034472),-0.32828045932730787,-0.7915798002402934,0.7192982456140351,1.0,1.0,7/20,20.98%,EXOSC3;EXOSC6;TUT1;TOE1;INTS6L;INTS12;EXOSC9
prerank,Response To Exogenous dsRNA (GO:0043330),-0.28830176376387323,-0.7915731849286994,0.7818181818181819,1.0,1.0,10/33,19.96%,IFNA6;IFNA7;IFNA2;TLR3;MUL1;IFNA8;ZCCHC3;IFNA14;CGAS;IFNK
prerank,DNA Repair-Dependent Chromatin Remodeling (GO:0140861),-0.33122908729983164,-0.7915039777950847,0.6724137931034483,1.0,1.0,4/16,17.37%,RNF168;DEPDC1B;PARP2;PHF1
prerank,Rac Protein Signal Transduction (GO:0016601),-0.32640462836262335,-0.7913268557287372,0.7115384615384616,1.0,1.0,2/17,4.30%,CDH13;NCKAP1
prerank,Organonitrogen Compound Catabolic Process (GO:1901565),0.22311359743066098,0.7912176790292733,0.84375,1.0,1.0,24/74,24.24%,ANPEP;SIAH1;LNPEP;GGACT;ETFA;PRSS16;CHEK2;SLC16A3;NAGK;CLN5;NAALADL1;TST;GNPDA1;ETFB;CLN6;BCKDK;RENBP;LIPC;ENPEP;ENPP2;RNF5;CASP3;CAPN3;LTA4H
prerank,Peptidyl-Lysine Trimethylation (GO:0018023),-0.328412022991431,-0.7909084031074263,0.8214285714285714,1.0,1.0,5/15,22.85%,FAM86B1;VCPKMT;EEF2KMT;ETFBKMT;PRDM7
prerank,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),-0.22917770751112054,-0.7903970867695639,0.835820895522388,1.0,1.0,29/130,17.87%,IGF2BP1;ENC1;ACVRL1;GFI1;CDKN1A;NANOS2;AKR1C3;C1QTNF12;SIK1;ZC3H12A;BRCA1;DACH1;CNOT1;C1QTNF3;GZMB;UBR4;IGFBP5;SNAI1;GLA;PCIF1;EP300;LIN28A;FGF19;GRB7;SIRT1;MPV17L;BMPR2;DHX36;DDX6
prerank,Microtubule Bundle Formation (GO:0001578),-0.28613594670294407,-0.7903761986993737,0.7959183673469388,1.0,1.0,11/49,11.77%,PIERCE1;NCKAP5;GAS2L2;SPAG16;LRRC43;RP1L1;GAS2L1;RSPH4A;CCSER2;ZNF207;TOGARAM1
prerank,Peptidyl-Lysine Methylation (GO:0018022),0.26673725226529255,0.790250830319312,0.7547169811320755,1.0,1.0,7/26,19.32%,EEF1AKMT3;EEF1AKMT1;CSKMT;EEF1AKMT2;EHMT2;SETD3;ATPSCKMT
prerank,Carboxylic Acid Catabolic Process (GO:0046395),0.32924911947313473,0.7892194233218669,0.813953488372093,1.0,1.0,7/17,18.95%,ETFA;NAGK;TST;GNPDA1;ETFB;BCKDK;RENBP
prerank,acyl-CoA Metabolic Process (GO:0006637),-0.30773052135491297,-0.7887560544620953,0.8245614035087719,1.0,1.0,5/28,16.79%,SUCLA2;MLYCD;ACSM2A;ACOT9;ACOT12
prerank,Negative Regulation Of Endopeptidase Activity (GO:0010951),-0.265022873044752,-0.7887367319173796,0.7586206896551724,1.0,1.0,8/56,13.83%,ANXA8;CST1;CRB2;SERPINF2;SPOCK2;MT3;VTN;TIMP3
prerank,Calcium-Ion Regulated Exocytosis (GO:0017156),-0.3109558198854878,-0.7886500802118512,0.7894736842105263,1.0,1.0,3/25,3.86%,SCIN;SYT15;DOC2B
prerank,Regulation Of Activated T Cell Proliferation (GO:0046006),-0.30239323067037854,-0.7883464990433631,0.8235294117647058,1.0,1.0,5/33,7.91%,IGFBP2;IL18;IGF1;PPP3CA;PRNP
prerank,Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),0.3101287482798897,0.7881454014753342,0.6666666666666666,1.0,1.0,2/19,5.87%,HRC;CAMK2D
prerank,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),-0.2731420765503519,-0.7877900569339045,0.8243243243243243,1.0,1.0,13/53,17.93%,SMAD6;IRGM;PRRT2;FBXL2;SRC;ZNF827;PTGER4;PPM1A;EP300;PYDC1;TRIM11;THRA;RAF1
prerank,Positive Regulation Of Lipid Catabolic Process (GO:0050996),-0.33306253417275966,-0.7877498613751903,0.7333333333333333,1.0,1.0,7/18,17.55%,IL1B;DAGLB;IRS2;PLIN5;PRKCD;MTLN;PPARA
prerank,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.2797541759334001,0.7876379792486102,0.8048780487804879,1.0,1.0,5/32,11.58%,PLK1;CDC20;TRIB3;RPS2;DTX3L
prerank,Regulation Of Secretion By Cell (GO:1903530),0.25827318735565175,0.7873599475450307,0.8048780487804879,1.0,1.0,17/61,21.69%,SYN1;RAB3B;DYSF;KCNMB4;RIMS2;RHBDF1;SEPTIN5;RAB3D;SEPTIN4;SEPTIN1;CPLX3;SIRT6;FER1L5;MEF2C;SEPTIN2;RIC1;APEX1
prerank,Inositol Phosphate Metabolic Process (GO:0043647),-0.33860935172139406,-0.7873537380014823,0.7627118644067796,1.0,1.0,6/21,21.19%,ITPKA;INPP5J;NUDT11;IP6K1;IP6K2;NUDT4
prerank,Protein Localization (GO:0008104),0.1875257397894483,0.7872653988203837,1.0,1.0,1.0,30/342,10.39%,ARL11;ITSN1;ATP8B1;VANGL2;FBLN5;RAB31;ATG9B;INSC;MYO7A;PACSIN1;RAB38;KIF13A;TMED9;PTPRK;TNS4;FOXJ1;RAB28;MAL;GRIN3B;LAMTOR2;ESAM;MARVELD3;CTSA;USO1;CORO1B;ARL5C;PRRT1;CBY1;CTTN;YWHAH
prerank,Regulation Of B Cell Proliferation (GO:0030888),-0.28300125901188466,-0.7870511641637725,0.8305084745762712,1.0,1.0,10/44,11.85%,TYROBP;LYN;CLCF1;IL7;IRS2;MZB1;TNFRSF13C;FCGR2B;CD300A;VAV3
prerank,Negative Regulation Of Protein Kinase Activity (GO:0006469),0.21956623757307983,0.7869788653507704,0.9069767441860465,1.0,1.0,31/86,29.06%,CEACAM1;PTPRB;SNCA;PYCARD;TRIB3;GSKIP;SRCIN1;TRIB2;LILRB4;WWTR1;TRIB1;PTK6;EPHA1;PARK7;AKT1;MVP;HYAL2;PPIA;ITGB1BP1;PPM1E;UBASH3B;PTPRC;CEP85;MACROH2A1;EPHB2;DEPTOR;TESK1;PPM1F;PDPK1;TRIM27;SH3BP5
prerank,Negative Regulation Of Protein Metabolic Process (GO:0051248),0.2123171582464333,0.7865918363379786,0.9666666666666667,1.0,1.0,29/140,19.65%,TYMS;TRIM2;ZNF540;DAPK1;EPHA4;IGF2BP3;CDK5;F2;AZIN2;IRAK3;CSTB;PHF20L1;PFDN6;DHFR;PLAT;NQO1;VBP1;TIA1;PHB1;KNG1;RACK1;AGAP2;AKT1;TRIM71;NFKB1;TOB1;SERBP1;SHMT1;CNOT9
prerank,Positive Regulation Of Translational Initiation (GO:0045948),-0.32266541610124544,-0.7862677475898565,0.782608695652174,1.0,1.0,5/17,25.98%,UHMK1;YTHDF3;CCL5;YTHDF2;SH3BGRL
prerank,Endosomal Transport (GO:0016197),-0.22778256584183476,-0.7859322013672473,0.9230769230769231,1.0,1.0,46/175,25.27%,EHD2;ANXA8;CALY;RAB6C;WASHC4;MAGEL2;NSG2;VPS54;ARL4C;RAB9A;SNX7;RAB6B;RHOBTB3;RASSF9;GOSR1;NSG1;DENND1B;RAB6D;VPS26A;SPAG9;RBSN;BLTP1;PICALM;DENND1A;EIPR1;CCDC93;BLOC1S2;RAB17;ANXA8L1;BET1L;ALMS1;STX6;HEATR5A;SORT1;RAB13;SNX9;PLEKHA3;HEATR5B;STX16;LMTK2;CLTCL1;RAB11FIP4;VPS52;EHD1;ERC1;AP5Z1
prerank,Dephosphorylation (GO:0016311),0.20159999946409818,0.7859194486071364,0.972972972972973,1.0,1.0,36/142,23.73%,PTPN3;PPEF2;PTPRB;PPP2R3A;PTPRH;PTPRK;PTPN13;DUSP23;EPHX2;PTPN6;PSPH;PLPP1;PTPRD;ALPP;SDHAF2;PTPN7;PTPN18;PLPPR4;MTMR7;NT5C;TIMM50;DUSP18;PPM1G;DAPP1;PPP2CB;PTEN;CTDNEP1;PHPT1;PPP3R2;PTPRM;PPP1CA;PPP5C;SBF1;FBXW11;PTPN9;PPP4R3C
prerank,Positive Regulation Of Reproductive Process (GO:2000243),-0.3032579886999311,-0.7857357333500338,0.8225806451612904,1.0,1.0,2/29,5.91%,VEGFA;PLCB1
prerank,Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),0.2778156271352741,0.7855363228256318,0.7446808510638298,1.0,1.0,5/26,10.85%,WASHC2A;CARMIL1;CORO1B;CYFIP1;CARMIL3
prerank,Regulation Of Vacuole Organization (GO:0044088),-0.34652561554813144,-0.7850212513907909,0.6909090909090909,1.0,1.0,1/16,2.25%,RNF186
prerank,mRNA Export From Nucleus (GO:0006406),-0.2606963804933802,-0.7848975952948699,0.8153846153846154,1.0,1.0,10/60,21.00%,DDX25;DDX39A;NXT1;THOC3;NXF5;UPF1;NCBP3;DDX19B;ZC3H11B;NUP133
prerank,Response To Fibroblast Growth Factor (GO:0071774),0.3054387091101261,0.7847515961292885,0.775,1.0,1.0,7/19,21.16%,IER2;SFRP1;TBX1;HYAL2;DLL4;NDNF;ITGB1BP1
prerank,Multivesicular Body Assembly (GO:0036258),0.2794577766865881,0.7847383993319846,0.8367346938775511,1.0,1.0,10/29,29.49%,CHMP4C;MVB12A;PDCD6IP;VPS36;RAB11A;CHMP2A;STAM2;SNF8;VPS37C;CHMP6
prerank,Monoatomic Anion Transport (GO:0006820),-0.27477064812237945,-0.7843067609571888,0.8833333333333333,1.0,1.0,9/54,13.11%,CLCNKA;SLC26A1;FXYD1;TTYH1;SLC34A1;BEST1;SLC17A3;SLC26A4;FXYD3
prerank,Regulation Of Cellular Component Biogenesis (GO:0044087),0.2703557754811613,0.7830970876693579,0.7777777777777778,1.0,1.0,5/37,10.90%,RAPGEF1;HJURP;CD36;NOTCH1;FAM110C
prerank,Protein Targeting (GO:0006605),-0.24280518042374621,-0.7828275880913783,0.9137931034482759,1.0,1.0,22/128,16.96%,PARD3;ZDHHC15;ZFAND2A;AP1S3;ZDHHC11;NACAD;VPS37B;LTBP2;ZDHHC11B;PEX1;NCF1;RASSF9;GOLGA7;PEX12;MAN1A1;AP4S1;TOMM5;PITRM1;SEC63;AP3D1;AQP11;VPS13C
prerank,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),0.2980851309406409,0.7828209389084542,0.75,1.0,1.0,10/26,22.79%,CAMSAP3;MAP1A;CAMSAP2;SKA1;GBA2;FKBP4;MAPRE3;MAP2;MAP1S;ARL2
prerank,Negative Regulation Of Axonogenesis (GO:0050771),-0.3206788473877509,-0.7820889116517546,0.8269230769230769,1.0,1.0,10/22,26.29%,FGF13;KIAA0319;MCF2;MT3;THY1;ULK2;PTPRS;RNF6;MAG;ULK1
prerank,"mRNA Splicing, Via Spliceosome (GO:0000398)",-0.21737503288378537,-0.7820239981280449,0.9402985074626866,1.0,1.0,68/205,32.03%,CELF4;SRPK3;CRNKL1;CWF19L1;DDX39A;RSRC1;DDX17;U2AF1;SNIP1;NOVA2;SF3B1;TGS1;PRPF4;SLU7;PPIE;SDE2;PHF5A;SNRNP27;SNW1;SNRPG;CENATAC;RNPC3;STRAP;GEMIN4;FRA10AC1;SNRPA1;SRRM1;SRPK2;TFIP11;WDR83;XAB2;PRPF40A;SF3B4;FRG1;CWF19L2;SYF2;COIL;AQR;SRSF10;DHX35;SNRPB2;DDX46;PNN;BCAS2;TSSC4;SF3A2;SMN1;CDK13;PRPF3;METTL14;SRSF2;ESS2;NR5A1;RBM19;SNRPD1;SRSF7;SF3A1;SRSF3;RBM17;ZCCHC8;DHX8;CWC15;MFAP1;SRSF8;USP39;BUD31;DDX20;ZMAT2
prerank,Protein Localization To Cell Junction (GO:1902414),-0.32017285595682415,-0.7818026732874855,0.78,1.0,1.0,3/23,9.51%,CGNL1;SHANK1;BSN
prerank,Regulation Of Nervous System Development (GO:0051960),-0.2749785632587069,-0.7816912352091203,0.8135593220338984,1.0,1.0,11/43,13.96%,IL1B;DOCK7;HEY2;LGI4;ZPR1;HEY1;YAP1;TENM4;HES3;BMAL1;BHLHE40
prerank,Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756),0.30329081634222604,0.7814904636449964,0.627906976744186,1.0,1.0,6/19,18.96%,CX3CR1;SELL;GCNT1;SELPLG;SELP;JAM2
prerank,Lipid Translocation (GO:0034204),-0.3018455329259656,-0.7814662612669316,0.8181818181818182,1.0,1.0,2/23,3.48%,ABCB4;ABCB1
prerank,Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),-0.31621122895147535,-0.7810422645017303,0.7307692307692307,1.0,1.0,1/18,0.63%,STOX1
prerank,Negative Regulation Of miRNA Metabolic Process (GO:2000629),-0.313005210397177,-0.7804548917676921,0.7358490566037735,1.0,1.0,7/21,25.41%,PPARG;POU5F1;TENT2;NFIB;PPARA;PDGFB;RELA
prerank,Regulation Of Cellular Component Size (GO:0032535),0.25784039184375857,0.7796513875637239,0.7068965517241379,1.0,1.0,10/41,22.97%,RAB3B;PEX11G;EPS8;PEX11B;SNAPIN;VAV1;BLOC1S1;ATP13A2;PTEN;PPP1CA
prerank,Negative Regulation Of Axon Extension (GO:0030517),-0.3149338510784073,-0.7794121015383535,0.8076923076923077,1.0,1.0,6/29,10.94%,SEMA3C;SEMA3F;KIAA0319;SEMA4C;SEMA6A;MT3
prerank,Positive Regulation Of Signaling (GO:0023056),0.2703377981083472,0.7790045217599973,0.8181818181818182,1.0,1.0,12/37,19.40%,BVES;ANXA2;SNCA;CD80;RIMS2;ILK;SOX11;DLG4;GATA3;GRIK2;OCRL;RAMP3
prerank,Response To Peptide (GO:1901652),0.26297622614091054,0.7786478310550644,0.7843137254901961,1.0,1.0,13/35,27.93%,CHRNA7;IRF5;NOD2;GNAI1;INAVA;RAMP3;IRS1;CACNA1B;FYN;STAT6;STAT5B;STAT2;EIF2B4
prerank,Protein Import Into Mitochondrial Matrix (GO:0030150),-0.33593441455534306,-0.7785693619065982,0.6949152542372882,1.0,1.0,9/18,33.57%,TOMM20L;GRPEL1;TIMM21;TIMM17A;DNLZ;TOMM70;TIMM44;TOMM20;TIMM23
prerank,TOR Signaling (GO:0031929),0.27927776443943975,0.7780933642995621,0.74,1.0,1.0,10/29,28.94%,PRR5L;MEAK7;LAMTOR2;GATA3;RPS6KB2;LARP1;RPTOR;MLST8;FLCN;RPS6
prerank,Negative Regulation Of Peptide Hormone Secretion (GO:0090278),-0.33735998747032175,-0.7775684807091515,0.7647058823529411,1.0,1.0,3/15,9.30%,KCNJ11;MIDN;PRKN
prerank,Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),-0.3047385378587691,-0.7774161501609047,0.7833333333333333,1.0,1.0,4/26,14.91%,TMEM98;TAF5;ATXN7;TAF7
prerank,Monoubiquitinated Histone Deubiquitination (GO:0035521),-0.3047385378587691,-0.7774161501609047,0.7833333333333333,1.0,1.0,4/26,14.91%,TMEM98;TAF5;ATXN7;TAF7
prerank,Regulation Of Muscle Cell Differentiation (GO:0051147),0.28833748579124585,0.7767512957596755,0.8181818181818182,1.0,1.0,4/22,11.78%,MAPK12;MAPK11;NID1;SRF
prerank,Carbohydrate Derivative Transport (GO:1901264),0.2955492940340739,0.7761915228888525,0.7777777777777778,1.0,1.0,4/17,13.35%,SLC15A2;NPC2;SLC25A19;SLC29A1
prerank,Protein O-linked Glycosylation (GO:0006493),-0.25003538333833575,-0.7757650999789885,0.864406779661017,1.0,1.0,17/89,16.16%,FUT9;GXYLT2;FUT6;GCNT3;ST8SIA6;GALNT13;GALNT3;FKRP;ST6GALNAC2;ST3GAL3;B3GALT2;GALNT16;OGA;POFUT2;GALNT6;MGAT5B;POGLUT3
prerank,Regulation Of Protein Catabolic Process (GO:0042176),-0.23692577897580802,-0.7757293181211915,0.9508196721311475,1.0,1.0,15/120,11.62%,GFAP;ASB9;FMN2;APC2;EEF1A2;TNFAIP3;DNAAF4;CYP51A1;ASB11;NEDD4;ASB5;PRKN;TIPARP;TRIM40;PRKCG
prerank,Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),-0.30323137991227717,-0.7756531559717831,0.639344262295082,1.0,1.0,5/19,14.87%,LATS2;CDKN1A;INCA1;CDKN1C;CDKN1B
prerank,Diol Biosynthetic Process (GO:0034312),0.30656740383238046,0.7752864474294011,0.7857142857142857,1.0,1.0,7/17,20.03%,SPTLC3;GCH1;DHFR;SPTLC2;GBA1;ASAH2;SPTSSA
prerank,Negative Regulation Of Protein Depolymerization (GO:1901880),-0.32821553049591096,-0.7751102675285999,0.7169811320754716,1.0,1.0,4/22,11.46%,FGF13;APC2;ATXN7;PIK3CA
prerank,Dendritic Cell Chemotaxis (GO:0002407),-0.34654115343241887,-0.7749838093471272,0.7777777777777778,1.0,1.0,10/15,24.55%,CXCR4;CCR6;CCR1;TRPM4;CXCR2;CCR5;CXCR1;PIK3CG;CCL5;CLU
prerank,Modulation By Host Of Symbiont Process (GO:0051851),0.24579487374702397,0.7743971484642047,0.8297872340425532,1.0,1.0,5/41,12.62%,ST6GALNAC1;TAF11;CX3CR1;NAPEPLD;LEF1
prerank,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),0.2631147472748664,0.7739349036699849,0.8181818181818182,1.0,1.0,8/37,15.11%,HCN2;KCNJ5;KCNE5;CAMK2D;JUP;KCNH6;KCNH2;DSP
prerank,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),-0.27428516214773546,-0.7736233414697543,0.7931034482758621,1.0,1.0,12/33,18.22%,FGF13;FXYD1;UTRN;NEDD4;FGF14;SCN3B;FXYD3;WNK2;GPD1L;PCSK9;FXYD7;PRKCE
prerank,Regulation Of rRNA Processing (GO:2000232),-0.34461524258408366,-0.7735866069117991,0.7708333333333334,1.0,1.0,7/15,27.16%,WDR75;UTP15;USP36;YTHDF2;WDR43;RIOK2;HEATR1
prerank,Regulation Of Neuron Migration (GO:2001222),-0.307537770969028,-0.7735131089709115,0.8392857142857143,1.0,1.0,5/28,8.60%,SRGAP2C;CAMK2B;KIF26A;NSMF;SEMA6A
prerank,Regulation Of Filopodium Assembly (GO:0051489),-0.29140136172359776,-0.7734103866278252,0.7454545454545455,1.0,1.0,10/41,18.50%,SRGAP2C;PIK3R1;PPP1R16B;RHOQ;PRKCD;MYO3B;DAAM2;TENM2;RAB17;WASL
prerank,Ras Protein Signal Transduction (GO:0007265),-0.22747802568667896,-0.7733482828187008,0.9019607843137255,1.0,1.0,12/140,5.78%,ARHGAP29;ART4;RGL4;HRAS;CTNNAL1;COL1A2;CDH13;NCKAP1;IGF1;RAPGEF4;RAPGEF5;CDKN1A
prerank,Positive Regulation Of Protein Localization To Membrane (GO:1905477),-0.2453485933872259,-0.7732127179533291,0.8490566037735849,1.0,1.0,15/76,13.82%,CEMIP;HRAS;PDZK1;PIK3R1;IFNG;PRNP;ITGAM;ARHGEF16;STAC2;PRKN;TCAF2;MIEF1;GZMB;EFCAB7;ANK3
prerank,Microtubule Polymerization (GO:0046785),0.2626049950375845,0.7731088565568447,0.7894736842105263,1.0,1.0,2/34,2.62%,TPPP3;TPX2
prerank,Maintenance Of Blood-Brain Barrier (GO:0035633),0.2846732031922917,0.7727119409414273,0.7317073170731707,1.0,1.0,7/26,18.96%,SLC1A1;ESAM;TJP2;ACTG1;CLDN1;WNK3;JAM2
prerank,Chromosome Organization (GO:0051276),0.25566002782082375,0.7726794943567523,0.9019607843137255,1.0,1.0,13/44,22.74%,MYC;H4C9;TOP2A;H1-5;H1-3;CDCA8;H3C1;DOT1L;H1-0;H1-2;AIFM1;MSH2;MSH6
prerank,Organelle Assembly (GO:0070925),-0.20920540884545613,-0.7716175386685881,0.9722222222222222,1.0,1.0,58/312,19.80%,EHD2;NME8;CPLANE2;SPAG16;IRGM;CD34;MAP1LC3C;MAK;AP1S3;TEKT3;CEP83;ATG16L1;ATG2A;CEP126;UBXN2A;VPS37B;ABLIM3;GABARAPL1;TBC1D31;CFAP43;TSG101;CFAP58;RUFY4;ARL13B;AP1G1;DYNC2I1;TOGARAM1;TP53INP2;EMC6;TMEM250;CFAP161;WDR90;UBAP1;ALPK1;FHDC1;PARVA;CPLANE1;PCNT;WDR45B;TMEM41B;DNAAF1;YTHDF3;AP3D1;DYNC2H1;AP3B1;ARMC9;RB1CC1;TTC21B;IFT122;CCDC57;RAB17;IFT27;ATG5;RAB8B;ATP2A2;KIF3A;UBXN10;RILPL1
prerank,Response To Organic Cyclic Compound (GO:0014070),0.24282248324581462,0.7713887135525476,0.8571428571428571,1.0,1.0,7/57,7.74%,PAQR8;SOCS2;SLC1A1;GH1;CYP24A1;CYP1B1;ADORA2A
prerank,Protein Acylation (GO:0043543),0.2543056753801101,0.7710557680687891,0.7446808510638298,1.0,1.0,12/37,24.72%,ZDHHC23;ZDHHC1;HHAT;NAA80;ZDHHC16;ZDHHC22;PORCN;ZDHHC9;ING4;ZDHHC8;ZDHHC12;NAA10
prerank,Positive Regulation Of Intracellular Protein Transport (GO:0090316),-0.23249782161622004,-0.770498293456293,0.9076923076923077,1.0,1.0,32/125,21.71%,CEMIP;HRAS;IL1B;PDZK1;PIK3R1;FZD5;IFNG;PRNP;ITGAM;ZC3H12A;ZPR1;TCAF2;MIEF1;GZMB;PRKCD;EFCAB7;ANK3;EP300;PCNT;SAR1A;BAG3;TCAF1;TOMM7;SEC16B;XPO4;SAR1B;TMEM30B;SREBF2;TMEM30A;USP36;ARIH2;PLK3
prerank,Negative Regulation Of Notch Signaling Pathway (GO:0045746),-0.31337187358708224,-0.7700999517566819,0.8245614035087719,1.0,1.0,15/26,33.22%,TSPAN15;CCNC;HEY1;NRARP;MMP14;TCIM;EGFL7;YTHDF2;ARRB1;ZBTB7A;LFNG;CDK3;GATA2;DLK2;MAGEA1
prerank,Regulation Of Cell-Substrate Adhesion (GO:0010810),-0.26336343532349,-0.7698853157736353,0.7636363636363637,1.0,1.0,4/42,7.17%,ALOX15;FBLN2;FZD7;WNT1
